cleanup_id,zone,state,country,gps,cleanup_type,cleanup_date,group_name,adults,children,people,pounds,number_of_bags,cigarette_butts,food_wrappers_candy_chips_etc,take_out_away_containers_plastic,take_out_away_containers_foam,bottle_caps_plastic,bottle_caps_metal,lids_plastic,straws_stirrers,forks_knives_spoons,beverage_bottles_plastic,beverage_bottles_glass,beverage_cans,grocery_bags_plastic,other_plastic_bags,paper_bags,cups_plates_paper,cups_plates_plastic,cups_plates_foam,fishing_buoys_pots_traps,fishing_net_pieces,fishing_line_1_yard_meter_1_piece,rope_1_yard_meter_1_piece,x6_pack_holders,other_plastic_foam_packaging,other_plastic_bottles_oil_bleach_etc,strapping_bands,tobacco_packaging_wrap,beverages_sachets,appliances_refrigerators_washers_etc,balloons,cigar_tips,cigarette_lighters,construction_materials,fireworks,tires,toys,e_cigarettes,other_tobacco_packaging_lighter_etc,condoms,diapers,syringes,tampons_tampon_applicators,gloves_masks_ppe,foam_dock_pieces,electronic_waste_phones_batteries,cotton_bud_sticks_swabs,clothing_shoes
144013,"San Diego County, CA, USA","California, USA",United States,"32.610587308, -116.932575699",beach,2020-09-26,I Love A Clean San Diego,2,0,2,15,NA,10,50,25,4,20,5,8,5,5,4,7,10,NA,NA,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,4,NA,NA,NA,NA
144198,"San Diego County, CA, USA","California, USA",United States,"32.93975342, -117.25901828",beach,2020-09-26,I Love A Clean San Diego,2,0,2,15,NA,50,50,10,2,12,6,6,2,5,5,NA,6,NA,5,1,NA,2,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,10,NA,NA,NA,NA
143867,"San Diego County, CA, USA","California, USA",United States,"32.829136153, -117.135098565",beach,2020-09-26,I Love A Clean San Diego,2,0,2,14,NA,30,15,NA,NA,2,NA,NA,15,1,8,12,1,NA,10,2,10,6,5,NA,NA,NA,NA,NA,5,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
143968,"San Diego County, CA, USA","California, USA",United States,"32.940636849, -117.128080422",beach,2020-09-26,I Love A Clean San Diego,2,0,2,14,NA,30,40,10,10,40,NA,15,15,NA,8,10,10,5,NA,NA,NA,12,10,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,1,5,3,NA,NA,NA,NA,1,NA,NA,5,10,NA,NA,NA,NA
143975,"San Diego County, CA, USA","California, USA",United States,"32.64276445, -116.96685478",beach,2020-09-26,I Love A Clean San Diego,2,0,2,14,NA,15,10,NA,1,10,1,6,15,4,9,3,4,1,3,NA,6,4,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
143830,"San Diego County, CA, USA","California, USA",United States,"32.634998261, -117.04602492",beach,2020-09-26,I Love A Clean San Diego,2,0,2,13.72,NA,90,14,10,NA,2,64,9,2,2,1,3,30,NA,NA,NA,20,2,NA,NA,NA,NA,NA,1,NA,NA,2,5,NA,NA,1,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
143955,"San Diego County, CA, USA","California, USA",United States,"32.86871147, -116.974174363",beach,2020-09-26,I Love A Clean San Diego,2,2,4,13,NA,20,22,15,NA,2,1,32,31,NA,11,3,3,5,5,NA,5,10,10,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
144038,"San Diego County, CA, USA","California, USA",United States,"32.91380159, -117.074644951",beach,2020-09-26,I Love A Clean San Diego,1,1,2,13,NA,1,32,NA,NA,4,NA,1,1,NA,5,4,16,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144293,"San Diego County, CA, USA","California, USA",United States,"32.795478229, -117.255700507",beach,2020-09-26,I Love A Clean San Diego,1,0,1,13,NA,NA,10,2,1,10,NA,3,1,NA,3,2,30,4,NA,2,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
143832,"San Diego County, CA, USA","California, USA",United States,"32.94445728, -117.169406012",beach,2020-09-26,I Love A Clean San Diego,2,0,2,12,NA,281,80,NA,NA,6,4,3,13,NA,1,NA,1,NA,2,NA,NA,2,NA,NA,3,NA,1,NA,NA,21,NA,1,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
143837,"San Diego County, CA, USA","California, USA",United States,"32.826170754, -117.202605058",beach,2020-09-26,I Love A Clean San Diego,2,0,2,12,NA,120,30,3,1,7,2,23,15,5,8,2,1,6,4,5,6,15,NA,NA,NA,NA,NA,1,4,1,1,3,NA,NA,2,NA,1,2,NA,NA,NA,1,NA,NA,1,NA,NA,7,NA,NA,NA,NA
144263,"San Diego County, CA, USA","California, USA",United States,"32.813795882, -117.109739652",beach,2020-09-26,I Love A Clean San Diego,2,0,2,12,NA,3,5,1,3,5,1,8,4,NA,9,2,2,4,1,12,NA,NA,NA,NA,NA,NA,NA,NA,17,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
143869,"San Diego County, CA, USA","California, USA",United States,"32.953007915, -117.201475677",beach,2020-09-26,I Love A Clean San Diego,1,0,1,11,NA,13,31,2,NA,9,3,2,4,2,14,4,20,7,8,1,4,6,NA,NA,NA,NA,NA,1,NA,3,NA,19,NA,NA,2,NA,NA,4,NA,NA,NA,19,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
143876,"San Diego County, CA, USA","California, USA",United States,"32.966524375, -117.088394331",beach,2020-09-26,I Love A Clean San Diego,2,0,2,11,NA,90,38,3,NA,9,1,3,7,3,3,NA,1,4,NA,1,2,4,1,NA,NA,NA,NA,NA,2,1,4,3,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
143953,"San Diego County, CA, USA","California, USA",United States,"32.875535966, -117.210243853",beach,2020-09-26,I Love A Clean San Diego,2,0,2,11,NA,100,30,5,5,20,3,15,15,12,10,2,12,3,NA,6,5,12,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
143966,"San Diego County, CA, USA","California, USA",United States,"32.71943907, -117.255399786",beach,2020-09-26,I Love A Clean San Diego,3,0,3,11,NA,30,7,NA,NA,3,15,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA
144030,"San Diego County, CA, USA","California, USA",United States,"32.897703573, -117.102303829",beach,2020-09-26,I Love A Clean San Diego,1,0,1,11,NA,13,15,2,4,4,3,NA,NA,1,NA,NA,1,2,2,1,3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
144036,"San Diego County, CA, USA","California, USA",United States,"32.926455491, -117.122177718",beach,2020-09-26,I Love A Clean San Diego,2,1,3,10.5,NA,16,8,NA,2,2,NA,4,3,6,2,2,1,NA,2,NA,5,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143874,"San Diego County, CA, USA","California, USA",United States,"32.747720025, -117.093384497",beach,2020-09-26,I Love A Clean San Diego,2,1,3,10.25,NA,23,14,NA,NA,NA,34,1,4,2,6,1,NA,16,NA,31,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,NA
144040,"San Diego County, CA, USA","California, USA",United States,"33.211641876, -117.38026913",beach,2020-09-26,I Love A Clean San Diego,2,0,2,10.2,NA,30,108,NA,3,10,3,2,5,7,6,7,8,9,31,NA,NA,4,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
143819,"San Diego County, CA, USA","California, USA",United States,"33.006162725, -117.08853162",beach,2020-09-26,I Love A Clean San Diego,2,0,2,10,NA,80,50,NA,NA,6,1,105,5,NA,10,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,NA,1,2,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,14,NA,4,NA,NA,NA,NA
143834,"San Diego County, CA, USA","California, USA",United States,"32.797556549, -116.919036844",beach,2020-09-26,I Love A Clean San Diego,2,0,2,10,NA,50,42,2,12,37,15,27,17,4,32,5,4,5,NA,9,21,44,5,NA,NA,NA,NA,2,NA,NA,NA,32,NA,NA,2,17,2,5,NA,NA,NA,2,NA,NA,NA,NA,NA,23,NA,NA,NA,NA
143864,"San Diego County, CA, USA","California, USA",United States,"32.717858507, -117.146781274",beach,2020-09-26,I Love A Clean San Diego,3,0,3,10,NA,100,50,NA,NA,25,10,5,NA,NA,25,5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
143915,"San Diego County, CA, USA","California, USA",United States,"32.965372032, -117.090374094",beach,2020-09-26,I Love A Clean San Diego,1,1,2,10,NA,50,30,1,2,30,10,5,10,20,15,NA,10,5,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
144007,"San Diego County, CA, USA","California, USA",United States,"33.008313632, -117.119530242",beach,2020-09-26,I Love A Clean San Diego,2,0,2,10,NA,105,26,NA,NA,9,9,1,10,NA,7,NA,NA,1,1,1,14,3,NA,NA,NA,NA,NA,NA,7,NA,5,4,NA,NA,2,1,1,2,NA,NA,NA,5,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
144008,"San Diego County, CA, USA","California, USA",United States,"33.202086457, -117.391730765",beach,2020-09-26,I Love A Clean San Diego,3,1,4,10,NA,5,10,1,1,3,5,1,10,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
144079,"San Diego County, CA, USA","California, USA",United States,"32.721962361, -117.229871109",beach,2020-09-26,I Love A Clean San Diego,2,0,2,10,NA,70,10,3,1,2,10,3,4,2,6,2,2,1,3,NA,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA
144091,"San Diego County, CA, USA","California, USA",United States,"32.749743276, -116.933851079",beach,2020-09-26,I Love A Clean San Diego,2,1,3,10,NA,170,42,3,2,19,2,15,14,6,4,NA,NA,6,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
144123,"San Diego County, CA, USA","California, USA",United States,"32.949534667, -117.245275637",beach,2020-09-26,I Love A Clean San Diego,1,0,1,10,NA,10,30,20,NA,1,NA,3,1,NA,2,NA,6,NA,5,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
143897,"San Diego County, CA, USA","California, USA",United States,"32.805406229, -117.114796467",beach,2020-09-26,I Love A Clean San Diego,1,0,1,9.7,NA,54,62,NA,NA,3,NA,14,8,1,3,3,2,13,12,NA,7,4,1,NA,NA,NA,NA,NA,20,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA
143786,"San Diego County, CA, USA","California, USA",United States,"32.749587496, -116.926294988",beach,2020-09-26,I Love A Clean San Diego,2,0,2,9,NA,211,53,3,1,10,6,5,2,NA,7,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,15,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
143902,"San Diego County, CA, USA","California, USA",United States,"33.002385403, -117.064600521",beach,2020-09-26,I Love A Clean San Diego,3,2,5,9,NA,46,20,4,2,3,3,2,5,5,2,2,2,NA,2,NA,NA,1,1,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
143967,"San Diego County, CA, USA","California, USA",United States,"32.806907889, -117.258665432",beach,2020-09-26,I Love A Clean San Diego,1,0,1,9,NA,100,20,3,NA,3,5,4,10,2,NA,3,5,1,NA,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,100,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
144190,"San Diego County, CA, USA","California, USA",United States,"32.84445478, -117.279269476",beach,2020-09-26,I Love A Clean San Diego,1,2,3,9,NA,50,40,NA,NA,15,30,NA,5,NA,24,10,7,NA,15,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
143838,"San Diego County, CA, USA","California, USA",United States,"33.153428575, -117.315499483",beach,2020-09-26,I Love A Clean San Diego,2,0,2,8.5,NA,10,28,2,NA,7,7,2,4,NA,13,2,2,4,2,14,NA,5,NA,NA,NA,NA,NA,1,6,1,2,NA,NA,NA,3,NA,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
144172,"San Diego County, CA, USA","California, USA",United States,"32.749571693, -117.102027701",beach,2020-09-26,I Love A Clean San Diego,1,0,1,8.4,NA,98,12,NA,NA,33,15,7,10,12,9,3,1,2,1,10,8,12,3,NA,NA,NA,NA,NA,NA,6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
143941,"San Diego County, CA, USA","California, USA",United States,"33.12031891, -117.232438762",beach,2020-09-26,I Love A Clean San Diego,1,0,1,8.0125,NA,45,20,3,2,10,NA,6,1,NA,8,NA,NA,4,35,4,NA,3,4,NA,NA,NA,NA,NA,15,2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
143778,"San Diego County, CA, USA","California, USA",United States,"32.850568335, -117.21299633",beach,2020-09-26,I Love A Clean San Diego,3,0,3,8,NA,456,748,1,2,56,7,5,24,5,11,NA,6,6,3,3,10,5,NA,NA,NA,NA,3,NA,NA,NA,NA,12,NA,NA,8,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
143794,"San Diego County, CA, USA","California, USA",United States,"32.764697402, -117.214077273",beach,2020-09-26,I Love A Clean San Diego,4,3,7,8,NA,349,60,8,2,32,17,NA,4,3,1,8,2,NA,6,NA,1,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
143850,"San Diego County, CA, USA","California, USA",United States,"33.019113639, -117.280523617",beach,2020-09-26,I Love A Clean San Diego,1,0,1,8,NA,254,41,NA,1,5,8,8,23,NA,3,3,10,NA,3,2,1,NA,1,NA,NA,NA,NA,NA,15,1,1,NA,NA,NA,1,6,NA,7,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
144062,"San Diego County, CA, USA","California, USA",United States,"33.121261086, -117.231968031",beach,2020-09-26,I Love A Clean San Diego,1,0,1,8,NA,5,10,NA,NA,8,NA,2,2,1,4,NA,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
144078,"San Diego County, CA, USA","California, USA",United States,"33.211981215, -117.336855621",beach,2020-09-26,I Love A Clean San Diego,2,0,2,8,NA,30,15,NA,NA,15,25,NA,2,NA,NA,5,15,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144108,"San Diego County, CA, USA","California, USA",United States,"32.741212744, -117.241890274",beach,2020-09-26,I Love A Clean San Diego,1,0,1,8,NA,62,3,NA,NA,2,NA,2,NA,NA,NA,NA,1,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
144303,"San Diego County, CA, USA","California, USA",United States,"33.203104034, -117.388804137",beach,2020-09-26,I Love A Clean San Diego,1,0,1,8,NA,100,20,2,NA,10,1,20,10,5,4,3,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA
143827,"San Diego County, CA, USA","California, USA",United States,"32.757547474, -117.042881594",beach,2020-09-26,I Love A Clean San Diego,1,0,1,7.75,NA,15,3,3,1,3,2,3,53,NA,NA,1,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
143972,"San Diego County, CA, USA","California, USA",United States,"33.146934512, -117.344649364",beach,2020-09-26,I Love A Clean San Diego,1,1,2,7,NA,30,20,15,3,10,8,6,5,4,3,3,10,1,2,1,2,6,2,NA,NA,3,NA,NA,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
144039,"San Diego County, CA, USA","California, USA",United States,"32.970726608, -117.262841099",beach,2020-09-26,I Love A Clean San Diego,3,1,4,7,NA,12,6,NA,NA,3,8,4,1,2,NA,8,4,4,NA,NA,2,NA,2,NA,1,1,2,NA,4,NA,NA,NA,NA,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144094,"San Diego County, CA, USA","California, USA",United States,"32.958563002, -117.198901043",beach,2020-09-26,I Love A Clean San Diego,2,1,3,7,NA,20,8,1,NA,1,1,NA,7,NA,NA,NA,NA,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,10,NA,NA,NA,3,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
144134,"San Diego County, CA, USA","California, USA",United States,"32.768808929, -117.250269971",beach,2020-09-26,I Love A Clean San Diego,1,0,1,7,NA,116,50,NA,1,7,24,NA,1,3,4,4,4,NA,50,2,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
144143,"San Diego County, CA, USA","California, USA",United States,"32.744747343, -117.251845383",beach,2020-09-26,I Love A Clean San Diego,2,0,2,7,NA,31,2,NA,NA,6,NA,2,3,NA,7,5,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA
144236,"San Diego County, CA, USA","California, USA",United States,"33.107092369, -117.227489802",beach,2020-09-26,I Love A Clean San Diego,1,1,2,7,NA,30,15,10,2,2,NA,2,2,NA,6,NA,4,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
143781,"San Diego County, CA, USA","California, USA",United States,"32.837681593, -117.281506238",beach,2020-09-26,I Love A Clean San Diego,4,0,4,6.5,NA,138,3,NA,NA,15,9,2,8,1,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,NA,NA,1,NA,1,NA,NA,1,3,NA,NA,NA,NA
143879,"San Diego County, CA, USA","California, USA",United States,"32.893690634, -117.114135575",beach,2020-09-26,I Love A Clean San Diego,2,0,2,6.5,NA,30,15,5,1,5,6,10,4,NA,8,NA,2,4,6,3,4,10,2,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,2,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
143962,"San Diego County, CA, USA","California, USA",United States,"32.737094168, -117.116703035",beach,2020-09-26,I Love A Clean San Diego,1,0,1,6.25,NA,145,28,NA,NA,6,5,1,3,NA,3,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,5,NA,1,1,NA,NA,1,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
143890,"San Diego County, CA, USA","California, USA",United States,"32.9629345, -117.050425652",beach,2020-09-26,I Love A Clean San Diego,2,0,2,6,NA,137,47,5,1,40,15,5,15,8,10,11,7,11,26,NA,3,NA,12,NA,NA,NA,NA,NA,17,3,NA,16,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
143974,"San Diego County, CA, USA","California, USA",United States,"32.959768306, -117.137897591",beach,2020-09-26,I Love A Clean San Diego,1,2,3,6,NA,50,20,NA,5,3,2,NA,4,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,15,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA
144093,"San Diego County, CA, USA","California, USA",United States,"33.181283231, -117.373233446",beach,2020-09-26,I Love A Clean San Diego,1,0,1,6,NA,35,40,2,1,5,8,NA,2,4,NA,NA,4,NA,1,NA,4,2,3,NA,NA,1,2,NA,NA,NA,1,40,NA,NA,6,4,NA,7,NA,NA,NA,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
144103,"San Diego County, CA, USA","California, USA",United States,"33.058078796, -117.294277426",beach,2020-09-26,I Love A Clean San Diego,2,0,2,6,NA,30,5,1,2,13,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144160,"San Diego County, CA, USA","California, USA",United States,"32.749742319, -117.232017893",beach,2020-09-26,I Love A Clean San Diego,2,0,2,6,NA,88,25,1,NA,5,3,5,3,NA,7,1,3,NA,5,1,NA,2,NA,NA,NA,NA,NA,1,10,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
144292,"San Diego County, CA, USA","California, USA",United States,"32.743269163, -117.25147655",beach,2020-09-26,I Love A Clean San Diego,3,0,3,6,NA,40,20,5,NA,NA,15,NA,10,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144089,"San Diego County, CA, USA","California, USA",United States,"32.921873376, -117.167878243",beach,2020-09-26,I Love A Clean San Diego,1,0,1,5.9,NA,40,30,10,3,5,4,4,6,45,5,NA,4,2,4,3,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
143982,"San Diego County, CA, USA","California, USA",United States,"32.945411021, -117.231464167",beach,2020-09-26,I Love A Clean San Diego,1,0,1,5.5,NA,20,20,NA,NA,2,NA,2,1,NA,3,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
144003,"San Diego County, CA, USA","California, USA",United States,"32.982102017, -117.162232947",beach,2020-09-26,I Love A Clean San Diego,1,1,2,5.5,NA,15,5,NA,NA,15,1,4,5,1,15,2,5,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
144025,"San Diego County, CA, USA","California, USA",United States,"33.040069683, -117.088704516",beach,2020-09-26,I Love A Clean San Diego,1,0,1,5.5,NA,3,13,1,NA,NA,1,3,2,NA,3,NA,3,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
144308,"San Diego County, CA, USA","California, USA",United States,"32.784330746, -117.033970913",beach,2020-09-26,I Love A Clean San Diego,2,0,2,5.5,NA,70,10,12,1,3,NA,6,2,NA,3,2,4,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
144029,"San Diego County, CA, USA","California, USA",United States,"32.627517342, -117.106981607",beach,2020-09-26,I Love A Clean San Diego,2,1,3,5.2,NA,81,45,1,2,17,7,2,9,2,NA,NA,NA,1,38,NA,1,NA,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143798,"San Diego County, CA, USA","California, USA",United States,"32.745548128, -117.181244897",beach,2020-09-26,I Love A Clean San Diego,1,0,1,5,NA,20,20,NA,NA,5,NA,NA,5,3,4,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,4,NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
143836,"San Diego County, CA, USA","California, USA",United States,"33.044052835, -117.244492147",beach,2020-09-26,I Love A Clean San Diego,2,0,2,5,NA,17,12,2,NA,4,NA,2,4,NA,2,1,4,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
143855,"San Diego County, CA, USA","California, USA",United States,"32.735345238, -117.255366095",beach,2020-09-26,I Love A Clean San Diego,1,0,1,5,NA,100,25,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
