cleanup_id,zone,state,country,gps,cleanup_type,cleanup_date,group_name,adults,children,people,pounds,number_of_bags,cigarette_butts,food_wrappers_candy_chips_etc,take_out_away_containers_plastic,take_out_away_containers_foam,bottle_caps_plastic,bottle_caps_metal,lids_plastic,straws_stirrers,forks_knives_spoons,beverage_bottles_plastic,beverage_bottles_glass,beverage_cans,grocery_bags_plastic,other_plastic_bags,paper_bags,cups_plates_paper,cups_plates_plastic,cups_plates_foam,fishing_buoys_pots_traps,fishing_net_pieces,fishing_line_1_yard_meter_1_piece,rope_1_yard_meter_1_piece,x6_pack_holders,other_plastic_foam_packaging,other_plastic_bottles_oil_bleach_etc,strapping_bands,tobacco_packaging_wrap,beverages_sachets,appliances_refrigerators_washers_etc,balloons,cigar_tips,cigarette_lighters,construction_materials,fireworks,tires,toys,e_cigarettes,other_tobacco_packaging_lighter_etc,condoms,diapers,syringes,tampons_tampon_applicators,gloves_masks_ppe,foam_dock_pieces,electronic_waste_phones_batteries,cotton_bud_sticks_swabs,clothing_shoes
188417,"San Luis Obispo County, CA, USA","California, USA",United States,"35.30734, -120.65897",land,2021-09-18,NA,5,NA,5,51.57,NA,2,13,4,2,5,NA,2,NA,NA,8,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,8,NA,2,3,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,0
188197,"San Luis Obispo County, CA, USA","California, USA",United States,"35.30339, -120.66264",land,2021-09-18,NA,5,NA,5,3.22,NA,NA,19,NA,NA,NA,1,4,3,1,NA,1,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
267750,"San Mateo County, CA, USA","California, USA",United States,"37.630451809066, -122.49402723604",land,2022-09-17,NA,5,NA,5,25.884,NA,28,5,NA,NA,2,1,NA,NA,NA,2,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
188599,"San Mateo County, CA, USA","California, USA",United States,"37.59322, -122.50059",land,2021-09-18,NA,5,NA,5,1.96,NA,NA,1,5,NA,NA,NA,NA,NA,1,1,1,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,0
191993,"San Mateo County, CA, USA","California, USA",United States,"37.67022, -122.49555",land,2021-09-18,NA,5,NA,5,0.8,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
242528,"Solano County, CA, USA","California, USA",United States,"38.084748539984, -122.24693877787",land,2022-09-17,NA,5,NA,5,353.915,NA,8,8,7,2,2,7,3,3,2,10,64,NA,6,12,1,7,9,6,NA,NA,NA,NA,3,6,5,2,NA,3,2,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,1,14,4,2,NA,4
191813,"Solano County, CA, USA","California, USA",United States,"38.08547, -122.24716",land,2021-09-18,NA,5,NA,5,100.09,NA,8,112,17,3,15,4,15,19,16,9,36,8,32,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,23,NA,1,11,NA,12,NA,NA,NA,NA,10,NA,NA,NA,0
242349,"Sonoma County, CA, USA","California, USA",United States,"38.435142863171, -122.71847467973",land,2022-09-17,NA,5,NA,5,2,NA,24,9,1,NA,4,2,3,1,NA,2,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2
187779,"San Mateo County, CA, USA","California, USA",United States,"37.5464, -122.51415",land,2021-09-18,1,4,NA,4,5.95,NA,10,16,3,NA,NA,NA,NA,2,2,1,2,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,0
208423,"San Mateo County, CA, USA","California, USA",United States,"37.602931898462, -122.3766053383",land,2021-09-18,"#8 Richmond, Caleb and Austin Taylor",2,2,4,30,2,175,13,12,2,4,2,2,7,3,85,17,5,8,6,NA,NA,NA,NA,4,NA,NA,NA,NA,19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,0
188908,"San Diego County, CA, USA","California, USA",United States,"32.85272, -117.2604",land,2021-09-18,4H,4,NA,4,6.39,NA,2,10,1,1,2,NA,1,NA,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
242822,"Los Angeles County, CA, USA","California, USA",United States,"33.960994764006, -118.45400533571",land,2022-09-17,A.D.R.J,4,NA,4,3.781,NA,50,11,1,NA,8,4,NA,4,2,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
268011,"San Luis Obispo County, CA, USA","California, USA",United States,"35.123445536043, -120.63567604881",land,2022-09-17,Abe’s Angels,4,NA,4,0.095,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
188254,"San Francisco County, CA, USA","California, USA",United States,"37.76334, -122.38765",land,2021-09-18,Agua  Vista,4,NA,4,19.27,NA,351,21,2,3,11,64,3,5,24,4,7,4,5,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,0
243320,"Alameda County, CA, USA","California, USA",United States,"37.75317776173, -122.22981861597",land,2022-09-17,alameda lincoln middle school coastal cleanup,4,NA,4,6.08,NA,3,4,NA,2,8,6,NA,8,1,4,NA,2,3,5,NA,1,2,NA,NA,NA,NA,NA,1,11,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,0
188049,"Santa Barbara County, CA, USA","California, USA",United States,"34.43292, -119.91833",land,2021-09-18,American Heritage Girls,4,NA,4,13,NA,7,4,1,NA,6,1,3,NA,3,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
187834,"San Mateo County, CA, USA","California, USA",United States,"37.50501, -122.21274",land,2021-09-18,Andre+Kieran+Felix+Brody,4,NA,4,2.27,NA,6,7,2,NA,7,2,6,2,2,5,2,3,13,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
242377,"San Mateo County, CA, USA","California, USA",United States,"37.589575769162, -122.50159226834",land,2022-09-17,Anime Club,4,NA,4,6.62,NA,10,10,1,1,2,NA,3,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
191832,"Los Angeles County, CA, USA","California, USA",United States,"34.03531, -118.67865",land,2021-09-18,Awesome foursome,4,NA,4,18.82,NA,119,44,1,NA,15,28,4,3,3,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,22,NA,4,NA,1,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
187858,"San Diego County, CA, USA","California, USA",United States,"32.84529, -116.99548",land,2021-09-18,Bakker Family,4,NA,4,26.8,NA,19,119,NA,1,28,11,4,10,4,7,NA,3,5,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,5,NA,2,NA,14,NA,NA,15,NA,NA,6,NA,1,NA,NA,NA,NA,6,NA,NA,NA,0
242634,"San Mateo County, CA, USA","California, USA",United States,"37.476717003979, -122.12250911419",land,2022-09-17,Banana Monkey Ogres,4,NA,4,3.103,NA,3,3,NA,NA,2,1,1,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
188386,"Orange County, CA, USA","California, USA",United States,"33.62499, -117.94901",land,2021-09-18,Banning Ranch Conservecy,4,NA,4,11.72,NA,2,8,1,NA,2,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,0
243398,"San Francisco County, CA, USA","California, USA",United States,"37.734222086182, -122.37612116162",land,2022-09-17,Baykeepers,4,NA,4,27.938,NA,24,128,25,1,17,4,15,15,6,24,17,10,64,55,24,11,28,21,NA,NA,NA,NA,1,15,NA,7,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,12
242362,"Los Angeles County, CA, USA","California, USA",United States,"33.962250617364, -118.45424836513",land,2022-09-17,bell gardens highschool,4,NA,4,0.517,NA,6,NA,1,NA,5,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
243916,"Los Angeles County, CA, USA","California, USA",United States,"33.961838596168, -118.45474028414",land,2022-09-17,bell gardens hs,4,NA,4,47.974,NA,60,3,3,NA,5,5,4,8,4,12,16,7,NA,12,NA,6,7,NA,NA,NA,NA,NA,NA,0,4,1,NA,1,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,1,3,NA,NA,8
242796,"Los Angeles County, CA, USA","California, USA",United States,"33.961793508078, -118.45418510221",land,2022-09-17,Bell Gardens HS,4,NA,4,16.367,NA,72,4,1,7,87,2,1,19,2,4,5,NA,5,6,NA,2,1,1,NA,NA,NA,NA,NA,24,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,1,NA,NA,NA,0
242786,"Los Angeles County, CA, USA","California, USA",United States,"33.975585918348, -118.16440621801",land,2022-09-17,Bellgardenshs,4,NA,4,7.669,NA,6,26,2,NA,9,NA,NA,NA,1,2,1,NA,1,8,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5
242398,"San Mateo County, CA, USA","California, USA",United States,"37.5202145, -122.2758008",land,2022-09-17,Belmont barracuda,4,NA,4,4.032,NA,13,5,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
267873,"San Mateo County, CA, USA","California, USA",United States,"37.530994760061, -122.27103347841",land,2022-09-17,belmont barracudas,4,NA,4,56.169,NA,197,130,1,1,5,2,5,11,NA,47,43,24,3,24,1,NA,52,43,NA,NA,NA,NA,1,0,NA,NA,NA,4,NA,1,NA,NA,NA,NA,1,NA,6,5,NA,NA,2,NA,41,NA,1,NA,6
187683,"San Mateo County, CA, USA","California, USA",United States,"37.61058, -122.4959",land,2021-09-18,BLIA,4,NA,4,5.02,NA,25,19,NA,1,4,NA,NA,NA,1,1,NA,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,NA,NA,NA,NA,3,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
187766,"San Mateo County, CA, USA","California, USA",United States,"37.61072, -122.49605",land,2021-09-18,BLIA,4,NA,4,4.85,NA,114,NA,NA,1,2,4,6,3,NA,3,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,0
242853,"Santa Barbara County, CA, USA","California, USA",United States,"34.40440429, -119.69385545",land,2022-09-17,Bots,4,NA,4,3.262,NA,45,10,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1
187704,"San Diego County, CA, USA","California, USA",United States,"33.16313, -117.35713",land,2021-09-18,Breeze Hill  Elementary PTA,4,NA,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
187817,"San Diego County, CA, USA","California, USA",United States,"33.16422, -117.35845",land,2021-09-18,Breeze Hill elementary,4,NA,4,1.86,NA,1,NA,1,NA,1,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0
188151,"San Diego County, CA, USA","California, USA",United States,"33.16349, -117.35796",land,2021-09-18,Breeze Hill school,4,NA,4,7.34,NA,4,2,NA,NA,NA,1,1,NA,NA,1,5,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
243634,"San Luis Obispo County, CA, USA","California, USA",United States,"35.105997467551, -120.6270418219",land,2022-09-17,BSA Troop 489,4,NA,4,268.781,NA,53,20,1,NA,5,5,NA,1,NA,6,9,8,1,1,2,1,4,9,NA,NA,NA,NA,NA,0,NA,1,NA,5,NA,1,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,1,2,2
187838,"Santa Barbara County, CA, USA","California, USA",United States,"34.41891, -119.63153",land,2021-09-18,Butterfly Beach,4,NA,4,4,NA,NA,7,1,NA,2,1,2,1,NA,1,NA,3,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
243318,"Alameda County, CA, USA","California, USA",United States,"37.865609748423, -122.30536059756",land,2022-09-17,Cal Habitat,4,NA,4,27.142,NA,1,5,2,NA,4,NA,4,4,2,3,7,3,10,2,NA,3,NA,5,NA,NA,NA,NA,NA,8,NA,4,NA,2,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,1,NA,2,3,NA,NA,5
188394,"Solano County, CA, USA","California, USA",United States,"38.10956, -122.28016",land,2021-09-18,Cal Maritime,4,NA,4,35.75,NA,9,9,10,4,2,4,4,6,2,5,5,2,4,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,0,NA,6,NA,3,NA,1,NA,NA,19,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,0
187751,"Solano County, CA, USA","California, USA",United States,"38.1135, -122.26787",land,2021-09-18,Cal Maritime Mare Island,4,NA,4,70,NA,2,2,2,1,3,1,2,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,1,NA,NA,2,NA,1,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,0
187673,"Solano County, CA, USA","California, USA",United States,"38.10955, -122.27971",land,2021-09-18,Cal Maritime Mate Island,4,NA,4,81.08,NA,3,10,7,NA,NA,NA,8,4,6,13,1,10,20,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,6,NA,14,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
191915,"Solano County, CA, USA","California, USA",United States,"38.10952, -122.28032",land,2021-09-18,Cal Maritime Mate Island,4,NA,4,16.59,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,26,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
243371,"San Luis Obispo County, CA, USA","California, USA",United States,"35.123477877935, -120.63570932619",land,2022-09-17,cal poly surf rider / guru’s men,4,NA,4,0.178,NA,8,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
243378,"San Luis Obispo County, CA, USA","California, USA",United States,"35.123436190221, -120.63570538547",land,2022-09-17,Cal Poly Surfrider- Sons Of Abraham,4,NA,4,3.388,NA,NA,3,NA,NA,1,NA,NA,1,NA,NA,3,3,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
216559,"San Diego County, CA, USA","California, USA",United States,"32.760876, -117.21776",land,2021-09-18,Canziani Clean Up Crew,4,NA,4,2,NA,150,20,NA,NA,3,3,NA,5,NA,1,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,NA,0
242397,"San Mateo County, CA, USA","California, USA",United States,"37.572501812775, -122.27974382101",land,2022-09-17,Carlmont,4,NA,4,171.107,NA,NA,8,NA,2,6,NA,1,NA,3,5,14,1,4,7,1,NA,1,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
188510,"Santa Barbara County, CA, USA","California, USA",United States,"34.38778, -119.51361",land,2021-09-18,Carpinteria Family School,4,NA,4,1,NA,8,3,10,2,2,1,5,2,2,2,2,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
187748,"Santa Clara County, CA, USA","California, USA",United States,"37.31461, -121.77849",land,2021-09-18,CC Local - Pack240,4,NA,4,7.67,NA,45,20,4,NA,2,NA,1,4,3,11,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0
242629,"Santa Barbara County, CA, USA","California, USA",United States,"34.416751898857, -119.8323150539",land,2022-09-17,Clean Queens,4,NA,4,2.79,NA,15,11,NA,NA,6,4,NA,10,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
242639,"Ventura County, CA, USA","California, USA",United States,"34.274863528609, -119.28694957695",land,2022-09-17,Conejo Valley Rotaract,4,NA,4,3.093,NA,28,26,NA,NA,3,NA,1,4,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
267737,"Solano County, CA, USA","California, USA",United States,"38.084832108615, -122.24711168569",land,2022-09-17,cool,4,NA,4,66.447,NA,136,50,11,3,24,57,1,2,2,10,18,8,16,10,2,3,20,4,NA,NA,NA,NA,2,0,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,2,NA,11,NA,NA,NA,NA,12,NA,2,NA,9
243122,"Alameda County, CA, USA","California, USA",United States,"37.752420371433, -122.21068343159",land,2022-09-17,Coyote Cleanup Crew,4,NA,4,5.174,NA,25,26,NA,NA,26,5,2,9,2,3,1,4,1,1,NA,1,3,3,NA,NA,NA,NA,NA,0,1,11,NA,1,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
187507,"Orange County, CA, USA","California, USA",United States,"33.60719, -117.92091",land,2021-09-18,Crean Lutheran,4,NA,4,6.58,NA,32,8,1,NA,10,4,2,4,2,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,NA,6,NA,6,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
242652,"Ventura County, CA, USA","California, USA",United States,"34.164486092941, -119.04679931599",land,2022-09-17,CSUCI 2022,4,NA,4,25.1,NA,3,37,3,NA,5,NA,5,4,5,2,NA,NA,4,4,NA,1,4,6,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,1,0
216599,"San Diego County, CA, USA","California, USA",United States,"33.214287, -117.338604",land,2021-09-18,Cub Scouts Pack 787,2,2,4,40,NA,23,14,1,1,11,5,3,6,2,9,4,2,3,4,9,4,6,2,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,0
212714,"Alameda County, CA, USA","California, USA",United States,"37.582159480747, -121.69969857253",land,2021-09-18,Del Valle East Shore,1,3,4,15,2,30,10,NA,NA,124,131,1,3,12,10,13,10,8,2,NA,1,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
242950,"Santa Barbara County, CA, USA","California, USA",United States,"34.411824082914, -119.85750600922",land,2022-09-17,Delta Gamma,4,NA,4,14.806,NA,43,44,5,NA,24,17,3,5,3,7,3,6,6,15,6,1,4,5,NA,NA,NA,NA,NA,9,NA,NA,NA,4,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,3,2,1
248338,"Solano County, CA, USA","California, USA",United States,"38.144654147171, -122.26517429775",land,2022-09-17,"Delta Meadows Park: Dan Mini Elementary families, general public",2,2,4,10,NA,22,3,NA,NA,16,8,1,NA,1,1,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,0
242795,"San Mateo County, CA, USA","California, USA",United States,"37.572896064371, -122.30022672684",land,2022-09-17,deLunatix,4,NA,4,26.785,NA,NA,2,NA,NA,5,3,NA,NA,NA,2,24,2,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
191819,"Alameda County, CA, USA","California, USA",United States,"37.83743, -122.30365",land,2021-09-18,Dennis family,4,NA,4,0.6,NA,NA,1,NA,1,2,1,NA,NA,NA,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
243919,"Alameda County, CA, USA","California, USA",United States,"37.71183849, -121.88764406",land,2022-09-17,dublin creek cleanup,4,NA,4,15.823,NA,3,3,NA,NA,NA,NA,NA,1,1,10,20,7,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
242530,"Alameda County, CA, USA","California, USA",United States,"37.7159396, -121.9101221",land,2022-09-17,dublin creek cleanup day,4,NA,4,48.027,NA,55,48,4,3,8,11,3,NA,NA,14,3,6,22,47,8,1,10,10,NA,NA,NA,NA,NA,24,NA,2,NA,1,NA,NA,NA,NA,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
187693,"Alameda County, CA, USA","California, USA",United States,"37.70565, -121.90368",land,2021-09-18,Dublin creek cleanup day,4,NA,4,9.44,NA,NA,9,2,2,3,2,6,2,NA,19,5,15,15,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,NA,NA,NA,NA,16,NA,NA,NA,0
191865,"Alameda County, CA, USA","California, USA",United States,"37.72468, -121.91202",land,2021-09-18,Dublin Creek Cleanup Day,4,NA,4,0.06,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
187682,"Alameda County, CA, USA","California, USA",United States,"37.72477, -121.91183",land,2021-09-18,Dublin group clean up day,4,NA,4,0.14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
187525,"Contra Costa County, CA, USA","California, USA",United States,"38.01977, -122.13466",land,2021-09-18,East Bay Regional Parks,4,NA,4,7.64,NA,55,NA,1,3,2,NA,2,1,NA,NA,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
188046,"San Luis Obispo County, CA, USA","California, USA",United States,"35.45063, -120.94185",land,2021-09-18,ECOSLO,4,NA,4,1.07,NA,15,NA,2,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0
187822,"Santa Cruz County, CA, USA","California, USA",United States,"36.95644, -121.97808",land,2021-09-18,Enders,4,NA,4,1.28,NA,7,3,2,NA,1,NA,NA,1,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
